cntry,ccnthum,ccrdprs,wrclmch,gndr,agea,eisced,impricha,ipeqopta,ipmodsta,impfuna,impenva
DE,Equal natural and human,2,Very worried,Male,76,Upper upper sec,Not at all like me,Very much like me,Very much like me,Not like me,Somewhat like me
DE,Mainly human,9,Very worried,Male,58,Other,Not at all like me,Very much like me,A little like me,Not like me,Very much like me
DE,Mainly human,7,Very worried,Female,54,Lower tertiary,Not at all like me,Like me,Very much like me,Like me,Very much like me
DE,Entirely human,7,Extremely worried,Male,28,Lower tertiary,Not like me,Very much like me,Like me,Very much like me,Very much like me
DE,Mainly human,5,Somewhat worried,Female,43,Upper upper sec,Not at all like me,Like me,Like me,Not like me,Very much like me
DE,Equal natural and human,6,Somewhat worried,Female,57,Upper upper sec,Not like me,Somewhat like me,Not like me,A little like me,Somewhat like me
DE,Equal natural and human,8,Extremely worried,Male,65,Other,A little like me,Not like me,Somewhat like me,Somewhat like me,Like me
DE,Equal natural and human,8,Somewhat worried,Female,78,Upper upper sec,Not like me,NA,Somewhat like me,A little like me,Very much like me
DE,Mainly human,6,Somewhat worried,Female,51,Upper upper sec,Not like me,Like me,Somewhat like me,Not like me,A little like me
DE,Mainly human,7,Somewhat worried,Male,29,Upper upper sec,Not at all like me,Very much like me,Very much like me,Like me,Like me
DE,Equal natural and human,Not at all,Very worried,Male,87,Lower upper sec,Not at all like me,Very much like me,Very much like me,Like me,Very much like me
DE,Mainly human,8,Very worried,Female,64,Upper upper sec,Not at all like me,Like me,Very much like me,Like me,Like me
DE,Mainly human,4,Very worried,Male,21,Advanced voc,Somewhat like me,A little like me,Not like me,Somewhat like me,Like me
DE,Equal natural and human,8,Somewhat worried,Female,30,Lower tertiary,Somewhat like me,Very much like me,Not like me,Somewhat like me,Like me
DE,Entirely human,A lot,Extremely worried,Female,58,Higher tertiary,Not at all like me,Very much like me,Like me,Somewhat like me,Very much like me
DE,Mainly human,5,Very worried,Male,82,Other,Not like me,A little like me,Not like me,Like me,Very much like me
DE,Equal natural and human,7,Somewhat worried,Female,90,Lower upper sec,Not at all like me,Very much like me,Somewhat like me,Like me,Very much like me
DE,Equal natural and human,5,Somewhat worried,Female,33,Other,Not like me,Somewhat like me,NA,Like me,Somewhat like me
DE,Entirely human,7,Very worried,Female,23,Lower tertiary,Not like me,Very much like me,Like me,Somewhat like me,Like me
DE,Mainly human,6,Somewhat worried,Female,59,Upper upper sec,Not like me,Like me,Not like me,Somewhat like me,Very much like me
DE,Mainly natural,4,Somewhat worried,Female,24,Upper upper sec,Not at all like me,Somewhat like me,Very much like me,A little like me,A little like me
DE,Equal natural and human,8,Somewhat worried,Male,33,Higher tertiary,Somewhat like me,Very much like me,Very much like me,Like me,Very much like me
DE,Mainly human,A lot,Very worried,Female,46,Other,Not at all like me,Like me,Somewhat like me,A little like me,Very much like me
DE,Mainly natural,4,Not very worried,Female,33,Higher tertiary,Not like me,Like me,Like me,A little like me,Like me
DE,Equal natural and human,5,Very worried,Female,65,Lower upper sec,Not like me,Very much like me,Not like me,Like me,Like me
DE,Mainly human,2,Very worried,Male,82,Lower tertiary,Not at all like me,Somewhat like me,Like me,Like me,Somewhat like me
DE,Entirely human,A lot,Extremely worried,Male,74,Upper upper sec,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me
DE,Equal natural and human,2,Somewhat worried,Male,58,Upper upper sec,Not like me,Very much like me,Very much like me,Like me,Like me
DE,Equal natural and human,3,Not very worried,Female,59,Lower tertiary,Not like me,Like me,Somewhat like me,Not like me,Somewhat like me
DE,Equal natural and human,6,Very worried,Female,16,Lower secondary,Not at all like me,Like me,Not like me,Like me,Very much like me
DE,Equal natural and human,1,Not very worried,Male,70,Other,Not like me,Very much like me,Very much like me,Like me,Like me
DE,Mainly human,7,Very worried,Male,77,Lower tertiary,Not at all like me,Like me,Like me,Like me,Like me
DE,Equal natural and human,4,Very worried,Female,82,Lower upper sec,Like me,Very much like me,Very much like me,A little like me,Somewhat like me
DE,Mainly human,8,Somewhat worried,Female,50,Upper upper sec,A little like me,Very much like me,Somewhat like me,A little like me,Like me
DE,Mainly human,8,Somewhat worried,Male,41,Other,A little like me,Like me,Like me,A little like me,Like me
DE,Mainly human,A lot,Extremely worried,Male,59,Upper upper sec,A little like me,Like me,Like me,Somewhat like me,Like me
DE,Equal natural and human,6,Somewhat worried,Female,36,Lower tertiary,A little like me,Very much like me,Like me,Like me,Like me
DE,Mainly natural,Not at all,Not very worried,Female,28,Lower upper sec,Somewhat like me,Like me,Somewhat like me,Not like me,A little like me
DE,Entirely human,4,Somewhat worried,Female,35,Upper upper sec,Not like me,Somewhat like me,Somewhat like me,A little like me,Somewhat like me
DE,Equal natural and human,9,Very worried,Male,28,Lower upper sec,A little like me,Like me,Not like me,Like me,Somewhat like me
DE,Equal natural and human,2,Not very worried,Male,38,Lower tertiary,Somewhat like me,Very much like me,Somewhat like me,Very much like me,Somewhat like me
DE,Mainly human,6,Somewhat worried,Male,52,Higher tertiary,NA,NA,NA,NA,NA
DE,Mainly human,7,Very worried,Female,65,Lower tertiary,Not like me,Like me,Like me,A little like me,Very much like me
DE,Mainly human,A lot,Extremely worried,Female,23,Advanced voc,Somewhat like me,Very much like me,A little like me,Like me,Very much like me
DE,Mainly human,4,Somewhat worried,Female,22,Lower upper sec,Somewhat like me,Very much like me,Like me,Somewhat like me,Somewhat like me
DE,Mainly human,7,Somewhat worried,Male,22,Advanced voc,Not like me,Like me,Somewhat like me,Very much like me,Like me
DE,Equal natural and human,2,Somewhat worried,Male,72,Other,Somewhat like me,Like me,Somewhat like me,Like me,Somewhat like me
DE,Natural processes,7,Somewhat worried,Male,44,Other,Not like me,Very much like me,Somewhat like me,Like me,Very much like me
DE,Mainly human,8,Extremely worried,Female,60,Other,Not like me,Somewhat like me,Somewhat like me,A little like me,Very much like me
DE,Mainly human,7,Somewhat worried,Male,53,Other,A little like me,Very much like me,Somewhat like me,Not like me,Like me
DE,Mainly human,7,Very worried,Male,22,Advanced voc,Like me,Very much like me,Somewhat like me,A little like me,Somewhat like me
DE,Mainly human,7,Very worried,Male,79,Lower tertiary,Somewhat like me,Somewhat like me,Very much like me,Not like me,Like me
DE,Equal natural and human,2,Not very worried,Male,78,Other,Not like me,Somewhat like me,Like me,Like me,Somewhat like me
DE,Mainly human,8,Very worried,Female,70,Other,Not like me,Like me,Somewhat like me,Not like me,Like me
DE,Mainly human,8,Very worried,Male,51,Lower tertiary,Somewhat like me,Like me,Very much like me,Very much like me,Like me
DE,Mainly human,8,Very worried,Male,74,Lower tertiary,A little like me,Somewhat like me,Like me,Not like me,Somewhat like me
DE,Equal natural and human,7,Somewhat worried,Male,41,Upper upper sec,A little like me,Somewhat like me,Somewhat like me,Like me,Somewhat like me
DE,Mainly human,7,Very worried,Male,49,Upper upper sec,Not like me,Very much like me,Like me,Somewhat like me,Like me
DE,Equal natural and human,8,Somewhat worried,Female,37,Lower tertiary,Not like me,Like me,Very much like me,Like me,Somewhat like me
DE,Equal natural and human,NA,Somewhat worried,Female,74,Upper upper sec,Not like me,Like me,Like me,Not like me,Like me
DE,Mainly human,8,Very worried,Male,56,Lower tertiary,Not like me,Like me,Like me,Like me,Very much like me
DE,Mainly human,4,Very worried,Female,47,Lower tertiary,Not at all like me,Like me,Very much like me,Very much like me,Somewhat like me
DE,Equal natural and human,6,Somewhat worried,Female,15,Lower upper sec,Somewhat like me,Very much like me,Somewhat like me,Somewhat like me,Somewhat like me
DE,Mainly human,6,Somewhat worried,Male,87,Lower tertiary,A little like me,Like me,Like me,Like me,Like me
DE,Mainly human,7,Very worried,Female,60,Upper upper sec,Not at all like me,Very much like me,Like me,Somewhat like me,Very much like me
DE,Mainly human,8,Very worried,Female,36,Upper upper sec,Not like me,Like me,Like me,Very much like me,Like me
DE,Equal natural and human,4,Very worried,Female,58,Lower tertiary,Not like me,Like me,Somewhat like me,A little like me,Like me
DE,Equal natural and human,4,Somewhat worried,Male,32,Higher tertiary,Somewhat like me,Very much like me,Like me,A little like me,Somewhat like me
DE,Entirely human,Not at all,Extremely worried,Female,90,Lower tertiary,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me
DE,Equal natural and human,6,Very worried,Female,75,Lower tertiary,Not like me,Not like me,Somewhat like me,Like me,Like me
DE,Mainly human,6,Somewhat worried,Male,26,Higher tertiary,Somewhat like me,A little like me,Like me,Somewhat like me,Not like me
DE,Equal natural and human,A lot,Extremely worried,Female,62,Upper upper sec,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me
DE,Mainly human,9,Very worried,Female,58,Upper upper sec,Not at all like me,Very much like me,A little like me,Somewhat like me,Like me
DE,Mainly human,2,Very worried,Female,36,Higher tertiary,Not like me,Very much like me,Not like me,Somewhat like me,Like me
DE,Entirely human,A lot,Extremely worried,Female,59,Lower tertiary,Not at all like me,Like me,Like me,Somewhat like me,Very much like me
DE,Mainly human,5,Very worried,Female,27,Lower tertiary,Not like me,Like me,Not like me,Not like me,A little like me
DE,Natural processes,1,Not very worried,Female,90,Upper upper sec,A little like me,Like me,Somewhat like me,Like me,Somewhat like me
DE,Equal natural and human,2,Somewhat worried,Male,40,Lower tertiary,Not like me,Like me,A little like me,Like me,Not like me
DE,Equal natural and human,7,Somewhat worried,Female,51,Upper upper sec,Not like me,Like me,Like me,Somewhat like me,Like me
DE,Equal natural and human,8,Very worried,Male,55,Lower tertiary,A little like me,Somewhat like me,Like me,Somewhat like me,Somewhat like me
DE,Equal natural and human,Not at all,Not worried,Male,59,Upper upper sec,Not like me,Not like me,Not like me,Not like me,Not like me
DE,Equal natural and human,4,Somewhat worried,Female,44,Lower tertiary,Not at all like me,Like me,Like me,Not at all like me,Somewhat like me
DE,Mainly human,8,Very worried,Female,64,Upper upper sec,A little like me,Like me,Like me,Not like me,Very much like me
DE,Equal natural and human,8,Somewhat worried,Female,61,Upper upper sec,A little like me,Very much like me,Like me,Somewhat like me,Like me
DE,Equal natural and human,6,Not very worried,Female,24,Higher tertiary,Somewhat like me,Like me,Like me,Not like me,Like me
DE,Equal natural and human,7,Somewhat worried,Male,42,Advanced voc,Not at all like me,Very much like me,Like me,Not like me,Like me
DE,Equal natural and human,8,Very worried,Male,25,Upper upper sec,Not at all like me,Somewhat like me,Like me,Very much like me,Like me
DE,Mainly human,8,Somewhat worried,Male,38,Lower tertiary,A little like me,Like me,Like me,Like me,Like me
DE,Equal natural and human,5,Not very worried,Male,50,Lower tertiary,Like me,Like me,Not at all like me,Very much like me,Like me
DE,Mainly human,A lot,Not worried,Male,37,Lower tertiary,NA,NA,NA,NA,NA
DE,Equal natural and human,6,Somewhat worried,Male,59,Upper upper sec,Not like me,Like me,Not like me,Somewhat like me,Like me
DE,Equal natural and human,6,Somewhat worried,Female,59,Upper upper sec,A little like me,Somewhat like me,Somewhat like me,Somewhat like me,Very much like me
DE,Mainly human,8,Very worried,Female,68,Other,Somewhat like me,Very much like me,Like me,A little like me,Very much like me
DE,Entirely human,8,Extremely worried,Female,47,Upper upper sec,A little like me,Very much like me,A little like me,Not at all like me,Like me
DE,Equal natural and human,2,Not worried,Female,83,Other,Not like me,Like me,Not like me,Like me,Like me
DE,Equal natural and human,5,Somewhat worried,Female,83,Upper upper sec,Somewhat like me,Like me,Somewhat like me,Like me,Very much like me
DE,Equal natural and human,4,Somewhat worried,Female,55,Upper upper sec,Not at all like me,Like me,Like me,Like me,Like me
DE,Mainly natural,2,Not very worried,Female,55,Upper upper sec,Like me,Like me,Like me,A little like me,Like me
DE,Mainly human,5,Very worried,Male,49,Other,Somewhat like me,Like me,Somewhat like me,A little like me,Very much like me
DE,Entirely human,A lot,Very worried,Male,54,Lower tertiary,Not like me,Somewhat like me,Somewhat like me,Not like me,Like me
DE,Equal natural and human,9,Very worried,Male,53,Other,Not like me,Somewhat like me,A little like me,Somewhat like me,Like me
DE,Mainly human,A lot,Extremely worried,Female,58,Upper upper sec,Not like me,Very much like me,Like me,A little like me,Very much like me
DE,Mainly natural,1,Somewhat worried,Female,76,Lower upper sec,Not like me,NA,A little like me,A little like me,Somewhat like me
DE,Mainly human,6,Very worried,Male,65,Other,A little like me,Somewhat like me,Like me,A little like me,Like me
DE,Entirely human,7,Very worried,Male,32,Lower tertiary,Somewhat like me,Like me,Very much like me,A little like me,Somewhat like me
DE,Entirely human,8,Very worried,Male,75,Other,Not like me,Somewhat like me,Like me,Somewhat like me,Very much like me
DE,Mainly human,6,Somewhat worried,Female,28,Other,Somewhat like me,Like me,Somewhat like me,Somewhat like me,Like me
DE,Equal natural and human,Not at all,Somewhat worried,Male,68,Upper upper sec,Like me,Very much like me,Like me,Very much like me,Somewhat like me
